ip,date,method,endpoint,status,size,flag
172.17.0.1,21/Nov/2024:16:47:08 +0000,GET,/index.xml,404,196,anomaly
172.17.0.1,21/Nov/2024:16:47:08 +0000,GET,/index.swf,404,196,anomaly
172.17.0.1,21/Nov/2024:16:47:08 +0000,GET,/index.exe,404,196,anomaly
172.17.0.1,21/Nov/2024:16:47:08 +0000,GET,/index.dll,404,196,anomaly
172.17.0.1,21/Nov/2024:16:47:08 +0000,GET,/index.com,404,196,anomaly
172.17.0.1,21/Nov/2024:16:47:08 +0000,GET,/index.css,404,196,anomaly
172.17.0.1,21/Nov/2024:16:47:08 +0000,GET,/index.cgi,404,196,anomaly
172.17.0.1,21/Nov/2024:16:47:08 +0000,GET,/index.cfm,404,196,anomaly
172.17.0.1,21/Nov/2024:16:47:08 +0000,GET,/index.c,404,196,anomaly
172.17.0.1,21/Nov/2024:16:47:08 +0000,GET,/index.bat,404,196,anomaly
172.17.0.1,21/Nov/2024:16:47:08 +0000,GET,/index.aspx,404,196,anomaly
172.17.0.1,21/Nov/2024:16:47:08 +0000,GET,/index.asp,404,196,anomaly
172.17.0.1,21/Nov/2024:16:47:08 +0000,GET,/index.txt,404,196,anomaly
192.168.0.122,03/Dec/2023:08:15:26 +0000,GET,/index.jsp,404,196,anomaly
192.168.0.122,03/Dec/2023:08:15:26 +0000,GET,/index.mdb,404,196,anomaly
192.168.0.122,03/Dec/2023:08:15:26 +0000,GET,/index.nsf,404,196,anomaly
192.168.0.122,03/Dec/2023:08:15:26 +0000,GET,/index.jsa,404,196,anomaly
192.168.0.122,03/Dec/2023:08:15:26 +0000,GET,/index.pcap,404,196,anomaly
192.168.0.122,03/Dec/2023:08:15:26 +0000,GET,/index.php6,404,196,anomaly
192.168.0.122,03/Dec/2023:08:15:26 +0000,GET,/index.phtml,404,196,anomaly
192.168.0.122,03/Dec/2023:08:15:26 +0000,GET,/index.phps,404,196,anomaly
192.168.0.122,03/Dec/2023:08:15:26 +0000,GET,/index.log,404,196,anomaly
192.168.0.122,03/Dec/2023:08:15:26 +0000,GET,/index.pht,404,196,anomaly
192.168.0.122,03/Dec/2023:08:15:26 +0000,GET,/index.php5,404,196,anomaly
192.168.0.122,03/Dec/2023:08:15:26 +0000,GET,/index.php2,404,196,anomaly
192.168.0.122,03/Dec/2023:08:15:26 +0000,GET,/index.php3,404,196,anomaly
192.168.0.122,03/Dec/2023:08:15:26 +0000,GET,/index.php7,404,196,anomaly
192.168.0.122,03/Dec/2023:08:15:26 +0000,GET,/index.php4,404,196,anomaly
192.168.0.122,03/Dec/2023:08:15:26 +0000,GET,/index.pl,404,196,anomaly
192.168.0.122,03/Dec/2023:08:15:26 +0000,GET,/index.php,200,4152,anomaly
192.168.0.122,03/Dec/2023:08:15:26 +0000,GET,/index.js,404,196,anomaly
192.168.0.122,03/Dec/2023:08:15:26 +0000,GET,/index.jhtml,404,196,anomaly
192.168.0.122,03/Dec/2023:08:15:26 +0000,GET,/index.inc,404,196,anomaly
192.168.0.122,03/Dec/2023:08:15:26 +0000,GET,/index.html,200,45,anomaly
192.168.0.122,03/Dec/2023:08:15:26 +0000,GET,/index.htm,404,196,anomaly
192.168.0.122,03/Dec/2023:08:15:26 +0000,GET,/index.hta,404,196,anomaly
192.168.0.122,03/Dec/2023:08:15:26 +0000,GET,/index.reg,404,196,anomaly
192.168.0.122,03/Dec/2023:08:15:26 +0000,GET,/index.phar,404,196,anomaly
192.168.0.122,03/Dec/2023:08:15:26 +0000,GET,/index.sh,404,196,anomaly
192.168.0.122,03/Dec/2023:08:15:26 +0000,GET,/index.shtml,404,196,anomaly
192.168.0.122,03/Dec/2023:08:15:26 +0000,GET,/index.sql,404,196,anomaly
192.168.0.122,03/Dec/2023:08:15:26 +0000,GET,/index.xml,404,196,anomaly
192.168.0.122,03/Dec/2023:08:15:26 +0000,GET,/index.swf,404,196,anomaly
192.168.0.122,03/Dec/2023:08:15:26 +0000,GET,/index.exe,404,196,anomaly
192.168.0.122,03/Dec/2023:08:15:26 +0000,GET,/index.dll,404,196,anomaly
192.168.0.122,03/Dec/2023:08:15:26 +0000,GET,/index.com,404,196,anomaly
192.168.0.122,03/Dec/2023:08:15:26 +0000,GET,/index.css,404,196,anomaly
192.168.0.122,03/Dec/2023:08:15:26 +0000,GET,/index.cgi,404,196,anomaly
192.168.0.122,03/Dec/2023:08:15:26 +0000,GET,/index.cfm,404,196,anomaly
192.168.0.122,03/Dec/2023:08:15:26 +0000,GET,/index.c,404,196,anomaly
192.168.0.122,03/Dec/2023:08:15:26 +0000,GET,/index.bat,404,196,anomaly
192.168.0.122,03/Dec/2023:08:15:26 +0000,GET,/index.aspx,404,196,anomaly
192.168.0.122,03/Dec/2023:08:15:26 +0000,GET,/index.asp,404,196,anomaly
192.168.0.122,03/Dec/2023:08:15:26 +0000,GET,/index.txt,404,196,anomaly
83.15.37.256,23/Jun/2024:21:56:31 +0000,GET,/index.jsp,404,196,anomaly
83.15.37.256,23/Jun/2024:21:56:31 +0000,GET,/index.mdb,404,196,anomaly
83.15.37.256,23/Jun/2024:21:56:31 +0000,GET,/index.nsf,404,196,anomaly
83.15.37.256,23/Jun/2024:21:56:31 +0000,GET,/index.jsa,404,196,anomaly
83.15.37.256,23/Jun/2024:21:56:31 +0000,GET,/index.pcap,404,196,anomaly
83.15.37.256,23/Jun/2024:21:56:31 +0000,GET,/index.php6,404,196,anomaly
83.15.37.256,23/Jun/2024:21:56:31 +0000,GET,/index.phtml,404,196,anomaly
83.15.37.256,23/Jun/2024:21:56:31 +0000,GET,/index.phps,404,196,anomaly
83.15.37.256,23/Jun/2024:21:56:31 +0000,GET,/index.log,404,196,anomaly
83.15.37.256,23/Jun/2024:21:56:31 +0000,GET,/index.pht,404,196,anomaly
83.15.37.256,23/Jun/2024:21:56:31 +0000,GET,/index.php5,404,196,anomaly
83.15.37.256,23/Jun/2024:21:56:31 +0000,GET,/index.php2,404,196,anomaly
83.15.37.256,23/Jun/2024:21:56:31 +0000,GET,/index.php3,404,196,anomaly
83.15.37.256,23/Jun/2024:21:56:31 +0000,GET,/index.php7,404,196,anomaly
83.15.37.256,23/Jun/2024:21:56:31 +0000,GET,/index.php4,404,196,anomaly
83.15.37.256,23/Jun/2024:21:56:31 +0000,GET,/index.pl,404,196,anomaly
83.15.37.256,23/Jun/2024:21:56:31 +0000,GET,/index.php,200,4152,anomaly
83.15.37.256,23/Jun/2024:21:56:31 +0000,GET,/index.js,404,196,anomaly
83.15.37.256,23/Jun/2024:21:56:31 +0000,GET,/index.jhtml,404,196,anomaly
83.15.37.256,23/Jun/2024:21:56:31 +0000,GET,/index.inc,404,196,anomaly
83.15.37.256,23/Jun/2024:21:56:31 +0000,GET,/index.html,200,45,anomaly
83.15.37.256,23/Jun/2024:21:56:31 +0000,GET,/index.htm,404,196,anomaly
83.15.37.256,23/Jun/2024:21:56:31 +0000,GET,/index.hta,404,196,anomaly
83.15.37.256,23/Jun/2024:21:56:31 +0000,GET,/index.reg,404,196,anomaly
83.15.37.256,23/Jun/2024:21:56:31 +0000,GET,/index.phar,404,196,anomaly
83.15.37.256,23/Jun/2024:21:56:31 +0000,GET,/index.sh,404,196,anomaly
83.15.37.256,23/Jun/2024:21:56:31 +0000,GET,/index.shtml,404,196,anomaly
83.15.37.256,23/Jun/2024:21:56:31 +0000,GET,/index.sql,404,196,anomaly
83.15.37.256,23/Jun/2024:21:56:31 +0000,GET,/index.xml,404,196,anomaly
83.15.37.256,23/Jun/2024:21:56:31 +0000,GET,/index.swf,404,196,anomaly
83.15.37.256,23/Jun/2024:21:56:31 +0000,GET,/index.exe,404,196,anomaly
83.15.37.256,23/Jun/2024:21:56:31 +0000,GET,/index.dll,404,196,anomaly
83.15.37.256,23/Jun/2024:21:56:31 +0000,GET,/index.com,404,196,anomaly
83.15.37.256,23/Jun/2024:21:56:31 +0000,GET,/index.css,404,196,anomaly
83.15.37.256,23/Jun/2024:21:56:31 +0000,GET,/index.cgi,404,196,anomaly
83.15.37.256,23/Jun/2024:21:56:31 +0000,GET,/index.cfm,404,196,anomaly
83.15.37.256,23/Jun/2024:21:56:31 +0000,GET,/index.c,404,196,anomaly
83.15.37.256,23/Jun/2024:21:56:31 +0000,GET,/index.bat,404,196,anomaly
83.15.37.256,23/Jun/2024:21:56:31 +0000,GET,/index.aspx,404,196,anomaly
83.15.37.256,23/Jun/2024:21:56:31 +0000,GET,/index.asp,404,196,anomaly
83.15.37.256,23/Jun/2024:21:56:31 +0000,GET,/index.txt,404,196,anomaly
56.135.250.87,16/Jul/2024:10:30:21 +0000,GET,/index.jsp,404,196,anomaly
56.135.250.87,16/Jul/2024:10:30:21 +0000,GET,/index.mdb,404,196,anomaly
56.135.250.87,16/Jul/2024:10:30:21 +0000,GET,/index.nsf,404,196,anomaly
56.135.250.87,16/Jul/2024:10:30:21 +0000,GET,/index.jsa,404,196,anomaly
56.135.250.87,16/Jul/2024:10:30:21 +0000,GET,/index.pcap,404,196,anomaly
56.135.250.87,16/Jul/2024:10:30:21 +0000,GET,/index.php6,404,196,anomaly
56.135.250.87,16/Jul/2024:10:30:21 +0000,GET,/index.phtml,404,196,anomaly
56.135.250.87,16/Jul/2024:10:30:21 +0000,GET,/index.phps,404,196,anomaly
56.135.250.87,16/Jul/2024:10:30:21 +0000,GET,/index.log,404,196,anomaly
56.135.250.87,16/Jul/2024:10:30:21 +0000,GET,/index.pht,404,196,anomaly
56.135.250.87,16/Jul/2024:10:30:21 +0000,GET,/index.php5,404,196,anomaly
56.135.250.87,16/Jul/2024:10:30:21 +0000,GET,/index.php2,404,196,anomaly
56.135.250.87,16/Jul/2024:10:30:21 +0000,GET,/index.php3,404,196,anomaly
56.135.250.87,16/Jul/2024:10:30:21 +0000,GET,/index.php7,404,196,anomaly
56.135.250.87,16/Jul/2024:10:30:21 +0000,GET,/index.php4,404,196,anomaly
56.135.250.87,16/Jul/2024:10:30:21 +0000,GET,/index.pl,404,196,anomaly
56.135.250.87,16/Jul/2024:10:30:21 +0000,GET,/index.php,200,4152,anomaly
56.135.250.87,16/Jul/2024:10:30:21 +0000,GET,/index.js,404,196,anomaly
56.135.250.87,16/Jul/2024:10:30:21 +0000,GET,/index.jhtml,404,196,anomaly
56.135.250.87,16/Jul/2024:10:30:21 +0000,GET,/index.inc,404,196,anomaly
56.135.250.87,16/Jul/2024:10:30:21 +0000,GET,/index.html,200,45,anomaly
56.135.250.87,16/Jul/2024:10:30:21 +0000,GET,/index.htm,404,196,anomaly
56.135.250.87,16/Jul/2024:10:30:21 +0000,GET,/index.hta,404,196,anomaly
56.135.250.87,16/Jul/2024:10:30:21 +0000,GET,/index.reg,404,196,anomaly
56.135.250.87,16/Jul/2024:10:30:21 +0000,GET,/index.phar,404,196,anomaly
56.135.250.87,16/Jul/2024:10:30:21 +0000,GET,/index.sh,404,196,anomaly
56.135.250.87,16/Jul/2024:10:30:21 +0000,GET,/index.shtml,404,196,anomaly
56.135.250.87,16/Jul/2024:10:30:21 +0000,GET,/index.sql,404,196,anomaly
56.135.250.87,16/Jul/2024:10:30:21 +0000,GET,/index.xml,404,196,anomaly
56.135.250.87,16/Jul/2024:10:30:21 +0000,GET,/index.swf,404,196,anomaly
56.135.250.87,16/Jul/2024:10:30:21 +0000,GET,/index.exe,404,196,anomaly
56.135.250.87,16/Jul/2024:10:30:21 +0000,GET,/index.dll,404,196,anomaly
56.135.250.87,16/Jul/2024:10:30:21 +0000,GET,/index.com,404,196,anomaly
56.135.250.87,16/Jul/2024:10:30:21 +0000,GET,/index.css,404,196,anomaly
56.135.250.87,16/Jul/2024:10:30:21 +0000,GET,/index.cgi,404,196,anomaly
56.135.250.87,16/Jul/2024:10:30:21 +0000,GET,/index.cfm,404,196,anomaly
56.135.250.87,16/Jul/2024:10:30:21 +0000,GET,/index.c,404,196,anomaly
56.135.250.87,16/Jul/2024:10:30:21 +0000,GET,/index.bat,404,196,anomaly
56.135.250.87,16/Jul/2024:10:30:21 +0000,GET,/index.aspx,404,196,anomaly
56.135.250.87,16/Jul/2024:10:30:21 +0000,GET,/index.asp,404,196,anomaly
56.135.250.87,16/Jul/2024:10:30:21 +0000,GET,/index.txt,404,196,anomaly
132.119.170.210,16/Jul/2024:11:35:48 +0000,GET,/index.jsp,404,196,anomaly
132.119.170.210,16/Jul/2024:11:35:48 +0000,GET,/index.mdb,404,196,anomaly
132.119.170.210,16/Jul/2024:11:35:48 +0000,GET,/index.nsf,404,196,anomaly
132.119.170.210,16/Jul/2024:11:35:48 +0000,GET,/index.jsa,404,196,anomaly
132.119.170.210,16/Jul/2024:11:35:48 +0000,GET,/index.pcap,404,196,anomaly
132.119.170.210,16/Jul/2024:11:35:48 +0000,GET,/index.php6,404,196,anomaly
132.119.170.210,16/Jul/2024:11:35:48 +0000,GET,/index.phtml,404,196,anomaly
132.119.170.210,16/Jul/2024:11:35:48 +0000,GET,/index.phps,404,196,anomaly
132.119.170.210,16/Jul/2024:11:35:48 +0000,GET,/index.log,404,196,anomaly
132.119.170.210,16/Jul/2024:11:35:48 +0000,GET,/index.pht,404,196,anomaly
132.119.170.210,16/Jul/2024:11:35:48 +0000,GET,/index.php5,404,196,anomaly
132.119.170.210,16/Jul/2024:11:35:48 +0000,GET,/index.php2,404,196,anomaly
132.119.170.210,16/Jul/2024:11:35:48 +0000,GET,/index.php3,404,196,anomaly
132.119.170.210,16/Jul/2024:11:35:48 +0000,GET,/index.php7,404,196,anomaly
132.119.170.210,16/Jul/2024:11:35:48 +0000,GET,/index.php4,404,196,anomaly
132.119.170.210,16/Jul/2024:11:35:48 +0000,GET,/index.pl,404,196,anomaly
132.119.170.210,16/Jul/2024:11:35:48 +0000,GET,/index.php,200,4152,anomaly
132.119.170.210,16/Jul/2024:11:35:48 +0000,GET,/index.js,404,196,anomaly
132.119.170.210,16/Jul/2024:11:35:48 +0000,GET,/index.jhtml,404,196,anomaly
132.119.170.210,16/Jul/2024:11:35:48 +0000,GET,/index.inc,404,196,anomaly
132.119.170.210,16/Jul/2024:11:35:48 +0000,GET,/index.html,200,45,anomaly
132.119.170.210,16/Jul/2024:11:35:48 +0000,GET,/index.htm,404,196,anomaly
132.119.170.210,16/Jul/2024:11:35:48 +0000,GET,/index.hta,404,196,anomaly
132.119.170.210,16/Jul/2024:11:35:48 +0000,GET,/index.reg,404,196,anomaly
132.119.170.210,16/Jul/2024:11:35:48 +0000,GET,/index.phar,404,196,anomaly
132.119.170.210,16/Jul/2024:11:35:48 +0000,GET,/index.sh,404,196,anomaly
132.119.170.210,16/Jul/2024:11:35:48 +0000,GET,/index.shtml,404,196,anomaly
132.119.170.210,16/Jul/2024:11:35:48 +0000,GET,/index.sql,404,196,anomaly
132.119.170.210,16/Jul/2024:11:35:48 +0000,GET,/index.xml,404,196,anomaly
132.119.170.210,16/Jul/2024:11:35:48 +0000,GET,/index.swf,404,196,anomaly
132.119.170.210,16/Jul/2024:11:35:48 +0000,GET,/index.exe,404,196,anomaly
132.119.170.210,16/Jul/2024:11:35:48 +0000,GET,/index.dll,404,196,anomaly
132.119.170.210,16/Jul/2024:11:35:48 +0000,GET,/index.com,404,196,anomaly
132.119.170.210,16/Jul/2024:11:35:48 +0000,GET,/index.css,404,196,anomaly
132.119.170.210,16/Jul/2024:11:35:48 +0000,GET,/index.cgi,404,196,anomaly
132.119.170.210,16/Jul/2024:11:35:48 +0000,GET,/index.cfm,404,196,anomaly
132.119.170.210,16/Jul/2024:11:35:48 +0000,GET,/index.c,404,196,anomaly
132.119.170.210,16/Jul/2024:11:35:48 +0000,GET,/index.bat,404,196,anomaly
132.119.170.210,16/Jul/2024:11:35:48 +0000,GET,/index.aspx,404,196,anomaly
132.119.170.210,16/Jul/2024:11:35:48 +0000,GET,/index.asp,404,196,anomaly
132.119.170.210,16/Jul/2024:11:35:48 +0000,GET,/index.txt,404,196,anomaly
152.42.214.140,18/Sep/2024:18:19:54 +0000,GET,/index.jsp,404,196,anomaly
152.42.214.140,18/Sep/2024:18:19:54 +0000,GET,/index.mdb,404,196,anomaly
152.42.214.140,18/Sep/2024:18:19:54 +0000,GET,/index.nsf,404,196,anomaly
152.42.214.140,18/Sep/2024:18:19:54 +0000,GET,/index.jsa,404,196,anomaly
152.42.214.140,18/Sep/2024:18:19:54 +0000,GET,/index.pcap,404,196,anomaly
152.42.214.140,18/Sep/2024:18:19:54 +0000,GET,/index.php6,404,196,anomaly
152.42.214.140,18/Sep/2024:18:19:54 +0000,GET,/index.phtml,404,196,anomaly
152.42.214.140,18/Sep/2024:18:19:54 +0000,GET,/index.phps,404,196,anomaly
152.42.214.140,18/Sep/2024:18:19:54 +0000,GET,/index.log,404,196,anomaly
152.42.214.140,18/Sep/2024:18:19:54 +0000,GET,/index.pht,404,196,anomaly
152.42.214.140,18/Sep/2024:18:19:54 +0000,GET,/index.php5,404,196,anomaly
152.42.214.140,18/Sep/2024:18:19:54 +0000,GET,/index.php2,404,196,anomaly
152.42.214.140,18/Sep/2024:18:19:54 +0000,GET,/index.php3,404,196,anomaly
152.42.214.140,18/Sep/2024:18:19:54 +0000,GET,/index.php7,404,196,anomaly
152.42.214.140,18/Sep/2024:18:19:54 +0000,GET,/index.php4,404,196,anomaly
152.42.214.140,18/Sep/2024:18:19:54 +0000,GET,/index.pl,404,196,anomaly
152.42.214.140,18/Sep/2024:18:19:54 +0000,GET,/index.php,200,4152,anomaly
152.42.214.140,18/Sep/2024:18:19:54 +0000,GET,/index.js,404,196,anomaly
152.42.214.140,18/Sep/2024:18:19:54 +0000,GET,/index.jhtml,404,196,anomaly
152.42.214.140,18/Sep/2024:18:19:54 +0000,GET,/index.inc,404,196,anomaly
152.42.214.140,18/Sep/2024:18:19:54 +0000,GET,/index.html,200,45,anomaly
152.42.214.140,18/Sep/2024:18:19:54 +0000,GET,/index.htm,404,196,anomaly
152.42.214.140,18/Sep/2024:18:19:54 +0000,GET,/index.hta,404,196,anomaly
152.42.214.140,18/Sep/2024:18:19:54 +0000,GET,/index.reg,404,196,anomaly
152.42.214.140,18/Sep/2024:18:19:54 +0000,GET,/index.phar,404,196,anomaly
152.42.214.140,18/Sep/2024:18:19:54 +0000,GET,/index.sh,404,196,anomaly
152.42.214.140,18/Sep/2024:18:19:54 +0000,GET,/index.shtml,404,196,anomaly
152.42.214.140,18/Sep/2024:18:19:54 +0000,GET,/index.sql,404,196,anomaly
152.42.214.140,18/Sep/2024:18:19:54 +0000,GET,/index.xml,404,196,anomaly
152.42.214.140,18/Sep/2024:18:19:54 +0000,GET,/index.swf,404,196,anomaly
152.42.214.140,18/Sep/2024:18:19:54 +0000,GET,/index.exe,404,196,anomaly
152.42.214.140,18/Sep/2024:18:19:54 +0000,GET,/index.dll,404,196,anomaly
152.42.214.140,18/Sep/2024:18:19:54 +0000,GET,/index.com,404,196,anomaly
152.42.214.140,18/Sep/2024:18:19:54 +0000,GET,/index.css,404,196,anomaly
152.42.214.140,18/Sep/2024:18:19:54 +0000,GET,/index.cgi,404,196,anomaly
152.42.214.140,18/Sep/2024:18:19:54 +0000,GET,/index.cfm,404,196,anomaly
152.42.214.140,18/Sep/2024:18:19:54 +0000,GET,/index.c,404,196,anomaly
152.42.214.140,18/Sep/2024:18:19:54 +0000,GET,/index.bat,404,196,anomaly
152.42.214.140,18/Sep/2024:18:19:54 +0000,GET,/index.aspx,404,196,anomaly
152.42.214.140,18/Sep/2024:18:19:54 +0000,GET,/index.asp,404,196,anomaly
152.42.214.140,18/Sep/2024:18:19:54 +0000,GET,/index.txt,404,196,anomaly
123.123.123.123,07/Oct/2024:19:19:21 +0000,GET,/index.jsp,404,196,anomaly
123.123.123.123,07/Oct/2024:19:19:21 +0000,GET,/index.mdb,404,196,anomaly
123.123.123.123,07/Oct/2024:19:19:21 +0000,GET,/index.nsf,404,196,anomaly
123.123.123.123,07/Oct/2024:19:19:21 +0000,GET,/index.jsa,404,196,anomaly
123.123.123.123,07/Oct/2024:19:19:21 +0000,GET,/index.pcap,404,196,anomaly
123.123.123.123,07/Oct/2024:19:19:21 +0000,GET,/index.php6,404,196,anomaly
123.123.123.123,07/Oct/2024:19:19:21 +0000,GET,/index.phtml,404,196,anomaly
123.123.123.123,07/Oct/2024:19:19:21 +0000,GET,/index.phps,404,196,anomaly
123.123.123.123,07/Oct/2024:19:19:21 +0000,GET,/index.log,404,196,anomaly
123.123.123.123,07/Oct/2024:19:19:21 +0000,GET,/index.pht,404,196,anomaly
123.123.123.123,07/Oct/2024:19:19:21 +0000,GET,/index.php5,404,196,anomaly
123.123.123.123,07/Oct/2024:19:19:21 +0000,GET,/index.php2,404,196,anomaly
123.123.123.123,07/Oct/2024:19:19:21 +0000,GET,/index.php3,404,196,anomaly
123.123.123.123,07/Oct/2024:19:19:21 +0000,GET,/index.php7,404,196,anomaly
123.123.123.123,07/Oct/2024:19:19:21 +0000,GET,/index.php4,404,196,anomaly
123.123.123.123,07/Oct/2024:19:19:21 +0000,GET,/index.pl,404,196,anomaly
123.123.123.123,07/Oct/2024:19:19:21 +0000,GET,/index.php,200,4152,anomaly
123.123.123.123,07/Oct/2024:19:19:21 +0000,GET,/index.js,404,196,anomaly
123.123.123.123,07/Oct/2024:19:19:21 +0000,GET,/index.jhtml,404,196,anomaly
123.123.123.123,07/Oct/2024:19:19:21 +0000,GET,/index.inc,404,196,anomaly
123.123.123.123,07/Oct/2024:19:19:21 +0000,GET,/index.html,200,45,anomaly
123.123.123.123,07/Oct/2024:19:19:21 +0000,GET,/index.htm,404,196,anomaly
123.123.123.123,07/Oct/2024:19:19:21 +0000,GET,/index.hta,404,196,anomaly
123.123.123.123,07/Oct/2024:19:19:21 +0000,GET,/index.reg,404,196,anomaly
123.123.123.123,07/Oct/2024:19:19:21 +0000,GET,/index.phar,404,196,anomaly
123.123.123.123,07/Oct/2024:19:19:21 +0000,GET,/index.sh,404,196,anomaly
123.123.123.123,07/Oct/2024:19:19:21 +0000,GET,/index.shtml,404,196,anomaly
123.123.123.123,07/Oct/2024:19:19:21 +0000,GET,/index.sql,404,196,anomaly
123.123.123.123,07/Oct/2024:19:19:21 +0000,GET,/index.xml,404,196,anomaly
123.123.123.123,07/Oct/2024:19:19:21 +0000,GET,/index.swf,404,196,anomaly
123.123.123.123,07/Oct/2024:19:19:21 +0000,GET,/index.exe,404,196,anomaly
123.123.123.123,07/Oct/2024:19:19:21 +0000,GET,/index.dll,404,196,anomaly
123.123.123.123,07/Oct/2024:19:19:21 +0000,GET,/index.com,404,196,anomaly
123.123.123.123,07/Oct/2024:19:19:21 +0000,GET,/index.css,404,196,anomaly
123.123.123.123,07/Oct/2024:19:19:21 +0000,GET,/index.cgi,404,196,anomaly
123.123.123.123,07/Oct/2024:19:19:21 +0000,GET,/index.cfm,404,196,anomaly
123.123.123.123,07/Oct/2024:19:19:21 +0000,GET,/index.c,404,196,anomaly
123.123.123.123,07/Oct/2024:19:19:21 +0000,GET,/index.bat,404,196,anomaly
123.123.123.123,07/Oct/2024:19:19:21 +0000,GET,/index.aspx,404,196,anomaly
123.123.123.123,07/Oct/2024:19:19:21 +0000,GET,/index.asp,404,196,anomaly
123.123.123.123,07/Oct/2024:19:19:21 +0000,GET,/index.txt,404,196,anomaly
8.222.151.66,15/Nov/2024:06:04:26 +0000,GET,/index.jsp,404,196,anomaly
8.222.151.66,15/Nov/2024:06:04:26 +0000,GET,/index.mdb,404,196,anomaly
8.222.151.66,15/Nov/2024:06:04:26 +0000,GET,/index.nsf,404,196,anomaly
8.222.151.66,15/Nov/2024:06:04:26 +0000,GET,/index.jsa,404,196,anomaly
8.222.151.66,15/Nov/2024:06:04:26 +0000,GET,/index.pcap,404,196,anomaly
8.222.151.66,15/Nov/2024:06:04:26 +0000,GET,/index.php6,404,196,anomaly
8.222.151.66,15/Nov/2024:06:04:26 +0000,GET,/index.phtml,404,196,anomaly
8.222.151.66,15/Nov/2024:06:04:26 +0000,GET,/index.phps,404,196,anomaly
8.222.151.66,15/Nov/2024:06:04:26 +0000,GET,/index.log,404,196,anomaly
8.222.151.66,15/Nov/2024:06:04:26 +0000,GET,/index.pht,404,196,anomaly
8.222.151.66,15/Nov/2024:06:04:26 +0000,GET,/index.php5,404,196,anomaly
8.222.151.66,15/Nov/2024:06:04:26 +0000,GET,/index.php2,404,196,anomaly
8.222.151.66,15/Nov/2024:06:04:26 +0000,GET,/index.php3,404,196,anomaly
8.222.151.66,15/Nov/2024:06:04:26 +0000,GET,/index.php7,404,196,anomaly
8.222.151.66,15/Nov/2024:06:04:26 +0000,GET,/index.php4,404,196,anomaly
8.222.151.66,15/Nov/2024:06:04:26 +0000,GET,/index.pl,404,196,anomaly
8.222.151.66,15/Nov/2024:06:04:26 +0000,GET,/index.php,200,4152,anomaly
8.222.151.66,15/Nov/2024:06:04:26 +0000,GET,/index.js,404,196,anomaly
8.222.151.66,15/Nov/2024:06:04:26 +0000,GET,/index.jhtml,404,196,anomaly
8.222.151.66,15/Nov/2024:06:04:26 +0000,GET,/index.inc,404,196,anomaly
8.222.151.66,15/Nov/2024:06:04:26 +0000,GET,/index.html,200,45,anomaly
8.222.151.66,15/Nov/2024:06:04:26 +0000,GET,/index.htm,404,196,anomaly
